"Supplier Site","Invoice No.","Invoice Status","Invoice Date","Invoice Type","Total Invoice Amount","Schedule Payment Amount","Balance Amount","Invoice Description","Payment Terms","Schedule Payment Date","Payment Hold","Payment Hold Reason","Payment Method","PO Number",
"27-SOLAPUR","9136","Never Validated","26-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9136/Party LR Date : 06-APR-23","IMMEDIATE","26-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9138","Never Validated","26-Apr-2023","Standard","          19,220.00","          19,220.00","          19,220.00","Party LR NO : 9138/Party LR Date : 06-APR-23","IMMEDIATE","26-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9144","Never Validated","26-Apr-2023","Standard","          19,220.00","          19,220.00","          19,220.00","Party LR NO : 9144/Party LR Date : 09-APR-23","IMMEDIATE","26-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9147","Never Validated","25-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9147/Party LR Date : 11-APR-23","IMMEDIATE","25-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9132","Never Validated","24-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9132/Party LR Date : 03-APR-23","IMMEDIATE","24-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9142","Never Validated","24-Apr-2023","Standard","           5,170.00","           5,170.00","           5,170.00","Party LR NO : 9142/Party LR Date : 07-APR-23","IMMEDIATE","24-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9149","Never Validated","24-Apr-2023","Standard","           5,170.00","           5,170.00","           5,170.00","Party LR NO : 9149/Party LR Date : 12-APR-23","IMMEDIATE","24-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9127","Never Validated","24-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9127/Party LR Date : 01-APR-23","IMMEDIATE","24-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9143-TDS-CM-4077129","Validated","21-Apr-2023","Credit Memo","            -116.38","            -116.38","            -116.38","9143-TDS-CM-4077129","IMMEDIATE","21-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9141-TDS-CM-4077128","Validated","21-Apr-2023","Credit Memo","            -116.38","            -116.38","            -116.38","9141-TDS-CM-4077128","IMMEDIATE","21-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9141","Validated","21-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9141/Party LR Date : 07-APR-23","IMMEDIATE","21-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9139-TDS-CM-4077114","Validated","21-Apr-2023","Credit Memo","            -116.38","            -116.38","            -116.38","9139-TDS-CM-4077114","IMMEDIATE","21-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9139","Validated","21-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9139/Party LR Date : 06-APR-23","IMMEDIATE","21-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9143","Validated","21-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9143/Party LR Date : 08-APR-23","IMMEDIATE","21-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9128","Validated","14-Apr-2023","Standard","          19,220.00","          19,220.00","          19,220.00","Party LR NO : 9128/Party LR Date : 01-APR-23","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9128-TDS-CM-4077133","Validated","14-Apr-2023","Credit Memo","            -192.20","            -192.20","            -192.20","9128-TDS-CM-4077133","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9129","Validated","14-Apr-2023","Standard","          19,220.00","          19,220.00","          19,220.00","Party LR NO : 9129/Party LR Date : 01-APR-23","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9129-TDS-CM-4077131","Validated","14-Apr-2023","Credit Memo","            -192.20","            -192.20","            -192.20","9129-TDS-CM-4077131","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9130","Validated","14-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9130/Party LR Date : 01-APR-23","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9130-TDS-CM-4077139","Validated","14-Apr-2023","Credit Memo","            -116.38","            -116.38","            -116.38","9130-TDS-CM-4077139","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9131","Validated","14-Apr-2023","Standard","           5,170.00","           5,170.00","           5,170.00","Party LR NO : 9131/Party LR Date : 01-APR-23","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9131-TDS-CM-4077140","Validated","14-Apr-2023","Credit Memo","             -51.70","             -51.70","             -51.70","9131-TDS-CM-4077140","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9134","Validated","14-Apr-2023","Standard","           5,170.00","           5,170.00","           5,170.00","Party LR NO : 9134/Party LR Date : 04-APR-23","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9134-TDS-CM-4077141","Validated","14-Apr-2023","Credit Memo","             -51.70","             -51.70","             -51.70","9134-TDS-CM-4077141","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9146","Validated","14-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 9146/Party LR Date : 10-APR-23","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9146-TDS-CM-4077142","Validated","14-Apr-2023","Credit Memo","            -116.38","            -116.38","            -116.38","9146-TDS-CM-4077142","IMMEDIATE","14-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9118-TDS-CM-4022663","Validated","06-Apr-2023","Credit Memo","             -51.70","             -51.70","                .00","9118-TDS-CM-4022663","IMMEDIATE","06-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9118","Validated","06-Apr-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9116/Party LR Date : 25-MAR-23","IMMEDIATE","06-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9124","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9124/Party LR Date : 29-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9124-TDS-CM-4022619","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","9124-TDS-CM-4022619","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9125","Validated","04-Apr-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9125/Party LR Date : 29-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9125-TDS-CM-4013992","Validated","04-Apr-2023","Credit Memo","            -192.20","            -192.20","                .00","9125-TDS-CM-4013992","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9126","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9126/Party LR Date : 30-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9126-TDS-CM-4014033","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","9126-TDS-CM-4014033","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9123-TDS-CM-4014034","Validated","04-Apr-2023","Credit Memo","            -192.20","            -192.20","                .00","9123-TDS-CM-4014034","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9123","Validated","04-Apr-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9123/Party LR Date : 28-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9122-TDS-CM-4013975","Validated","04-Apr-2023","Credit Memo","            -192.20","            -192.20","                .00","9122-TDS-CM-4013975","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9122","Validated","04-Apr-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9122/Party LR Date : 27-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9121-TDS-CM-4013977","Validated","04-Apr-2023","Credit Memo","             -51.70","             -51.70","                .00","9121-TDS-CM-4013977","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9121","Validated","04-Apr-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9121/Party LR Date : 28-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9120-TDS-CM-4014026","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","9120-TDS-CM-4014026","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9120","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9120/Party LR Date : 27-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9119-TDS-CM-4014025","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","9119-TDS-CM-4014025","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9119","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9119/Party LR Date : 26-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9117-TDS-CM-4014024","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","9117-TDS-CM-4014024","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9117","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9117/Party LR Date : 25-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9116-TDS-CM-4014023","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","9116-TDS-CM-4014023","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9116","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9118/Party LR Date : 25-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9115-TDS-CM-4014032","Validated","04-Apr-2023","Credit Memo","            -192.20","            -192.20","                .00","9115-TDS-CM-4014032","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9115","Validated","04-Apr-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9115/Party LR Date : 24-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9114-TDS-CM-4013976","Validated","04-Apr-2023","Credit Memo","             -51.70","             -51.70","                .00","9114-TDS-CM-4013976","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9114","Validated","04-Apr-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9114/Party LR Date : 25-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9113-TDS-CM-4014020","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","9113-TDS-CM-4014020","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9113","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9113/Party LR Date : 23-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9109-TDS-CM-4014022","Validated","04-Apr-2023","Credit Memo","            -192.20","            -192.20","                .00","9109-TDS-CM-4014022","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9109","Validated","04-Apr-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9109/Party LR Date : 20-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9108-TDS-CM-4014021","Validated","04-Apr-2023","Credit Memo","             -51.70","             -51.70","                .00","9108-TDS-CM-4014021","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9108","Validated","04-Apr-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9108/Party LR Date : 20-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9096-TDS-CM-4014031","Validated","04-Apr-2023","Credit Memo","            -192.20","            -192.20","                .00","9096-TDS-CM-4014031","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9096","Validated","04-Apr-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9096/Party LR Date : 14-MAR-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","8969","Never Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","          11,638.00","Party LR NO : 8969/Party LR Date : 04-JAN-23","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","8824","Validated","04-Apr-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8824/Party LR Date : 05-SEP-22","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","8824-TDS-CM-4014028","Validated","04-Apr-2023","Credit Memo","            -116.38","            -116.38","                .00","8824-TDS-CM-4014028","IMMEDIATE","04-Apr-2023","N","","CHECK","",
"27-SOLAPUR","R-11260-TDS-CM-4013940","Validated","01-Apr-2023","Credit Memo","            -833.68","            -833.68","                .00","R-11260-TDS-CM-4013940","IMMEDIATE","01-Apr-2023","N","","CHECK","",
"27-SOLAPUR","R-11260","Validated","01-Apr-2023","Standard","          83,368.00","          83,368.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","01-Apr-2023","N","","CHECK","",
"27-SOLAPUR","9157-TDS-CM-4022464","Validated","30-Mar-2023","Credit Memo","             -24.00","             -24.00","                .00","9157-TDS-CM-4022464","IMMEDIATE","30-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9157","Validated","30-Mar-2023","Standard","           2,400.00","           2,400.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","30-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9156-TDS-CM-4022478","Validated","29-Mar-2023","Credit Memo","             -24.00","             -24.00","                .00","9156-TDS-CM-4022478","IMMEDIATE","29-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9156","Validated","29-Mar-2023","Standard","           2,400.00","           2,400.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","29-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9083","Validated","29-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9083/Party LR Date : 07-MAR-23","IMMEDIATE","29-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9106-TDS-CM-4006218","Validated","29-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9106-TDS-CM-4006218","IMMEDIATE","29-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9083-TDS-CM-4006216","Validated","29-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9083-TDS-CM-4006216","IMMEDIATE","29-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9106","Validated","29-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9106/Party LR Date : 19-MAR-23","IMMEDIATE","29-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9107","Validated","28-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9107/Party LR Date : 19-MAR-23","IMMEDIATE","28-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9107-TDS-CM-4006133","Validated","28-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9107-TDS-CM-4006133","IMMEDIATE","28-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9111","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9111/Party LR Date : 21-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9111-TDS-CM-4006085","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9111-TDS-CM-4006085","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9112","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9112/Party LR Date : 23-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9112-TDS-CM-4006093","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9112-TDS-CM-4006093","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9076","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9076/Party LR Date : 03-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9076-TDS-CM-4006089","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9076-TDS-CM-4006089","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9078","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9078/Party LR Date : 04-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9078-TDS-CM-4006075","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9078-TDS-CM-4006075","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9079","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9079/Party LR Date : 05-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9079-TDS-CM-4006094","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9079-TDS-CM-4006094","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9081","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9081/Party LR Date : 06-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9081-TDS-CM-4006068","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9081-TDS-CM-4006068","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9084","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9084/Party LR Date : 07-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9084-TDS-CM-4006069","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9084-TDS-CM-4006069","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9085","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9085/Party LR Date : 07-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9085-TDS-CM-4006091","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9085-TDS-CM-4006091","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9086","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9086/Party LR Date : 09-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9086-TDS-CM-4006095","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9086-TDS-CM-4006095","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9087","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9087/Party LR Date : 09-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9087-TDS-CM-4006086","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9087-TDS-CM-4006086","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9088","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9088/Party LR Date : 10-MAR-02","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9088-TDS-CM-4006096","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9088-TDS-CM-4006096","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9089","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9089/Party LR Date : 10-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9089-TDS-CM-4006088","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9089-TDS-CM-4006088","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9092","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9092/Party LR Date : 12-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9092-TDS-CM-4006087","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9092-TDS-CM-4006087","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9093","Validated","27-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9093/Party LR Date : 12-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9093-TDS-CM-4006076","Validated","27-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9093-TDS-CM-4006076","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9095","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9095/Party LR Date : 13-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9095-TDS-CM-4006080","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9095-TDS-CM-4006080","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9098","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9098/Party LR Date : 14-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9098-TDS-CM-4006084","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9098-TDS-CM-4006084","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9099","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9099/Party LR Date : 16-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9099-TDS-CM-4006083","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9099-TDS-CM-4006083","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9102","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9102/Party LR Date : 17-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9102-TDS-CM-4006090","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9102-TDS-CM-4006090","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9103","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9103/Party LR Date : 17-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9103-TDS-CM-4006092","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9103-TDS-CM-4006092","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9104","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9104/Party LR Date : 18-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9104-TDS-CM-4006081","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9104-TDS-CM-4006081","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9105","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9105/Party LR Date : 19-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9105-TDS-CM-4006073","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9105-TDS-CM-4006073","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9110","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9110/Party LR Date : 21-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9110-TDS-CM-4006103","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9110-TDS-CM-4006103","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8932","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8932/Party LR Date : 11-DEC-22","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8932-TDS-CM-4006082","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","8932-TDS-CM-4006082","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9007","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9007/Party LR Date : 20-JAN-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9007-TDS-CM-4006079","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9007-TDS-CM-4006079","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9025","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9025/Party LR Date : 31-JAN-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9025-TDS-CM-4012792","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9025-TDS-CM-4012792","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9036","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9036/Party LR Date : 09-FEB-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9036-TDS-CM-4006097","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9036-TDS-CM-4006097","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9044","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9044/Party LR Date : 13-FEB-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9044-TDS-CM-4006070","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9044-TDS-CM-4006070","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9060","Validated","27-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9060/Party LR Date : 21-FEB-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9060-TDS-CM-4006078","Validated","27-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9060-TDS-CM-4006078","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9063","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9063/Party LR Date : 23-FEB-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9063-TDS-CM-4006067","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9063-TDS-CM-4006067","IMMEDIATE","27-Mar-2023","N","","CHECK","",
