"Supplier Site","Invoice No.","Invoice Status","Invoice Date","Invoice Type","Total Invoice Amount","Schedule Payment Amount","Balance Amount","Invoice Description","Payment Terms","Schedule Payment Date","Payment Hold","Payment Hold Reason","Payment Method","PO Number",
"27-SOLAPUR","9072","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9072/Party LR Date : 27-FEB-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9072-TDS-CM-4006072","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9072-TDS-CM-4006072","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9074","Validated","27-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9074/Party LR Date : 03-MAR-23","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9074-TDS-CM-4006074","Validated","27-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9074-TDS-CM-4006074","IMMEDIATE","27-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9153-TDS-CM-4022466","Validated","26-Mar-2023","Credit Memo","             -18.00","             -18.00","                .00","9153-TDS-CM-4022466","IMMEDIATE","26-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9153","Validated","26-Mar-2023","Standard","           1,800.00","           1,800.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","26-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9151","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9071-TDS-CM-4004106","Validated","25-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9071-TDS-CM-4004106","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9077","Validated","25-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9077/Party LR Date : 04-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9077-TDS-CM-4004099","Validated","25-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9077-TDS-CM-4004099","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9080","Validated","25-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9080/Party LR Date : 06-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9080-TDS-CM-4005375","Validated","25-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9080-TDS-CM-4005375","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9090","Validated","25-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9090/Party LR Date : 11-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9090-TDS-CM-4004102","Validated","25-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9090-TDS-CM-4004102","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9091","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9091/Party LR Date : 11-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9091-TDS-CM-4004113","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9091-TDS-CM-4004113","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9094","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9094/Party LR Date : 12-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9094-TDS-CM-4004098","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9094-TDS-CM-4004098","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9097","Validated","25-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9097/Party LR Date : 14-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9097-TDS-CM-4004104","Validated","25-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9097-TDS-CM-4004104","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9100","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9100/Party LR Date : 16-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9100-TDS-CM-4004117","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9100-TDS-CM-4004117","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9101","Validated","25-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9101/Party LR Date : 16-MAR-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9101-TDS-CM-4004100","Validated","25-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9101-TDS-CM-4004100","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8783","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8783/Party LR Date : 07-AUG-22","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8783-TDS-CM-4004115","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","8783-TDS-CM-4004115","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9035","Validated","25-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9035/Party LR Date : 09-FEB-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9035-TDS-CM-4004107","Validated","25-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9035-TDS-CM-4004107","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9046","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9046/Party LR Date : 14-FEB-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9046-TDS-CM-4005355","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9046-TDS-CM-4005355","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9047","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9047/Party LR Date : 14-FEB-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9047-TDS-CM-4004109","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9047-TDS-CM-4004109","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9051","Validated","25-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9051/Party LR Date : 16-FEB-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9051-TDS-CM-4004097","Validated","25-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9051-TDS-CM-4004097","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9068","Validated","25-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9068/Party LR Date : 26-FEB-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9068-TDS-CM-4006002","Validated","25-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9068-TDS-CM-4006002","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9070","Validated","25-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9070/Party LR Date : 28-FEB-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9070-TDS-CM-4004111","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9070-TDS-CM-4004111","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9071","Validated","25-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9071/Party LR Date : 27-FEB-23","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9151-TDS-CM-4013938","Validated","25-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9151-TDS-CM-4013938","IMMEDIATE","25-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8350-TDS-CM-4013934","Validated","24-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","8350-TDS-CM-4013934","IMMEDIATE","24-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8350","Validated","24-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","24-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8346","Validated","21-Mar-2023","Standard","           1,800.00","           1,800.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8346-TDS-CM-4022470","Validated","21-Mar-2023","Credit Memo","             -18.00","             -18.00","                .00","8346-TDS-CM-4022470","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8951","Validated","21-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8951/Party LR Date : 23-DEC-22","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8951-TDS-CM-3997443","Validated","21-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","8951-TDS-CM-3997443","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8958","Validated","21-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8958/Party LR Date : 27-DEC-22","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9075-TDS-CM-3988828","Validated","21-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9075-TDS-CM-3988828","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8966","Validated","21-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8966/Party LR Date : 31-DEC-22","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8966-TDS-CM-3988820","Validated","21-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","8966-TDS-CM-3988820","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9073","Validated","21-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9073/Party LR Date : 28-FEB-23","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9073-TDS-CM-3988827","Validated","21-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9073-TDS-CM-3988827","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9075","Validated","21-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9075/Party LR Date : 03-MAR-23","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8958-TDS-CM-4012789","Validated","21-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","8958-TDS-CM-4012789","IMMEDIATE","21-Mar-2023","N","","CHECK","",
"27-SOLAPUR","A-177","Validated","19-Mar-2023","Standard","          58,200.00","          58,200.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","A-177-TDS-CM-4011432","Validated","19-Mar-2023","Credit Memo","            -582.00","            -582.00","                .00","A-177-TDS-CM-4011432","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","E-142","Validated","19-Mar-2023","Standard","          61,504.00","          61,504.00","                .00","","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8328-TDS-CM-4022477","Validated","19-Mar-2023","Credit Memo","             -24.00","             -24.00","                .00","8328-TDS-CM-4022477","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","11255","Validated","19-Mar-2023","Standard","          96,300.00","          96,300.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","11255-TDS-CM-4011431","Validated","19-Mar-2023","Credit Memo","            -963.00","            -963.00","                .00","11255-TDS-CM-4011431","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8328","Validated","19-Mar-2023","Standard","           2,400.00","           2,400.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","E-142-TDS-CM-4012974","Validated","19-Mar-2023","Credit Memo","            -615.04","            -615.04","                .00","E-142-TDS-CM-4012974","IMMEDIATE","19-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9082","Validated","16-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9082/Party LR Date : 06-MAR-23","IMMEDIATE","16-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9082-TDS-CM-3988702","Validated","16-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9082-TDS-CM-3988702","IMMEDIATE","16-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9069-TDS-CM-3988703","Validated","16-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9069-TDS-CM-3988703","IMMEDIATE","16-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8974-TDS-CM-3988701","Validated","16-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","8974-TDS-CM-3988701","IMMEDIATE","16-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9069","Validated","16-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9069/Party LR Date : 26-FEB-23","IMMEDIATE","16-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8974","Validated","16-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8974/Party LR Date : 06-JAN-23","IMMEDIATE","16-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8341-TDS-CM-4022472","Validated","15-Mar-2023","Credit Memo","             -24.00","             -24.00","                .00","8341-TDS-CM-4022472","IMMEDIATE","15-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8341","Validated","15-Mar-2023","Standard","           2,400.00","           2,400.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","15-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8321-TDS-CM-3964102","Validated","14-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","8321-TDS-CM-3964102","IMMEDIATE","14-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8321","Validated","14-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 8321/Party LR Date : 08-FEB-23","IMMEDIATE","14-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8339-TDS-CM-4022475","Validated","12-Mar-2023","Credit Memo","             -24.00","             -24.00","                .00","8339-TDS-CM-4022475","IMMEDIATE","12-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8339","Validated","12-Mar-2023","Standard","           2,400.00","           2,400.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","12-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8323-TDS-CM-3964058","Validated","10-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","8323-TDS-CM-3964058","IMMEDIATE","10-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8323","Validated","10-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 8323/Party LR Date : 10-FEB-23","IMMEDIATE","10-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8324","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 8324/Party LR Date : 16-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8324-TDS-CM-3959510","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","8324-TDS-CM-3959510","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9011","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9011/Party LR Date : 23-JAN-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9011-TDS-CM-3959522","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9011-TDS-CM-3959522","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9028","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9028/Party LR Date : 03-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9028-TDS-CM-3959524","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9028-TDS-CM-3959524","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9030","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9030/Party LR Date : 05-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9030-TDS-CM-3959519","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9030-TDS-CM-3959519","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9031","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9031/Party LR Date : 06-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9031-TDS-CM-3959526","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9031-TDS-CM-3959526","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9032","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9032/Party LR Date : 06-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9032-TDS-CM-3959511","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9032-TDS-CM-3959511","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9033","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9033/Party LR Date : 07-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9033-TDS-CM-3959509","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9033-TDS-CM-3959509","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9034","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9034/Party LR Date : 07-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9034-TDS-CM-3959517","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9034-TDS-CM-3959517","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9037","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9037/Party LR Date : 09-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9037-TDS-CM-3959533","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9037-TDS-CM-3959533","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9038","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9038/Party LR Date : 11-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9038-TDS-CM-3959508","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9038-TDS-CM-3959508","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9039","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9039/Party LR Date : 11-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9039-TDS-CM-3959530","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9039-TDS-CM-3959530","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9040","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9040/Party LR Date : 11-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9040-TDS-CM-3959506","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9040-TDS-CM-3959506","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9041","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9041/Party LR Date : 12-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9041-TDS-CM-3959528","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9041-TDS-CM-3959528","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9042","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9042/Party LR Date : 12-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9042-TDS-CM-3959534","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9042-TDS-CM-3959534","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9043","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9043/Party LR Date : 13-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9043-TDS-CM-3959529","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9043-TDS-CM-3959529","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9045","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9045/Party LR Date : 13-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9045-TDS-CM-3959507","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9045-TDS-CM-3959507","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9048","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9048/Party LR Date : 14-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9048-TDS-CM-3959518","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9048-TDS-CM-3959518","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9049","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9049/Party LR Date : 14-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9049-TDS-CM-3959537","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9049-TDS-CM-3959537","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9050","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9050/Party LR Date : 16-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9050-TDS-CM-3959527","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9050-TDS-CM-3959527","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9052","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9052/Party LR Date : 16-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9052-TDS-CM-3959532","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9052-TDS-CM-3959532","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9053","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9053/Party LR Date : 17-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9053-TDS-CM-3959523","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9053-TDS-CM-3959523","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9054","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9054/Party LR Date : 17-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9054-TDS-CM-3959516","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9054-TDS-CM-3959516","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9055","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9055/Party LR Date : 19-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9055-TDS-CM-3959521","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9055-TDS-CM-3959521","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9056","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9056/Party LR Date : 18-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9056-TDS-CM-3959525","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9056-TDS-CM-3959525","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9057","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9057/Party LR Date : 20-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9057-TDS-CM-3959505","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9057-TDS-CM-3959505","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9058","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9058/Party LR Date : 20-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9058-TDS-CM-3959512","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9058-TDS-CM-3959512","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9059","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9059/Party LR Date : 20-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9059-TDS-CM-3959520","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9059-TDS-CM-3959520","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9061","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9061/Party LR Date : 21-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9061-TDS-CM-3959515","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9061-TDS-CM-3959515","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9062","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9062/Party LR Date : 23-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9062-TDS-CM-3959503","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9062-TDS-CM-3959503","IMMEDIATE","09-Mar-2023","N","","CHECK","",
